종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"351320","에스에이티이엔지","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"20345886","100","2034588600","원(KRW)","소진석, 황성철","02-6915-5797","경기도 시흥시 엠티브이26로58번길 25 (정왕동)"
"056190","에스에프에이","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"35908760","500","17954380000","원(KRW)","김영민","031-379-1793","경기도 화성시 동탄면 영천로 38 "
"080000","에스엔유","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"34322870","500","17161435000","원(KRW)","구병완","041-536-1500","충청남도 아산시 둔포면 아산밸리남로 124 "
"214310","에스엘바이오닉스","KOSDAQ","관리종목(소속부없음)",,"032601","반도체 제조업","12",,"7499535","500","3749767500","원(KRW)","박일홍, 손성진(각자대표)","031-282-6425","경기도 용인시 기흥구 원고매로2번길 49(고매동) "
"041510","에스엠","KOSDAQ","중견기업부",,"105902","오디오물 출판 및 원판 녹음업","12",,"23773301","500","11886650500","원(KRW)","이성수, 탁영준","02-6240-9800","서울특별시 성동구 왕십리로 83-21 아크로 서울포레스트 디타워"
"007820","에스엠코어","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"20033946","500","10016973000","원(KRW)","이응상","02-2090-9273","서울특별시 마포구  마포대로 20 다보빌딩 "
"109610","에스와이","KOSDAQ","중견기업부",,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"48907400","500","24453700000","원(KRW)","김옥주, 전평열 (공동대표이사)","031-222-4028","경기도 수원시 권선구 정조로 340-2 (권선동, 에스와이빌딩)"
"306040","에스제이그룹","KOSDAQ","우량기업부",,"031501","가죽, 가방 및 유사제품 제조업","12",,"9865828","500","4932914000","원(KRW)","이주영","02-3433-6518","서울특별시 강남구 도곡로 156 SJ빌딩 "
"408920","에스케이증권7호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3620000","100","362000000","원(KRW)","권치완","02-3773-9933","서울특별시 영등포구 국제금융로8길 31 "
"096630","에스코넥","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"66167999","200","13233599800","원(KRW)","박순관(단독대표이사)","031-799-0700","경기도 광주시  오포읍 마루들길172번길 30 "
"069510","에스텍","KOSDAQ","우량기업부",,"032605","영상 및 음향기기 제조업","12",,"10910000","500","5455000000","원(KRW)","오인용","055-370-2200","경상남도 양산시  유산공단9길 22 "
"041910","에스텍파마","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"11898263","500","5949131500","원(KRW)","김재철","031-831-4800","경기도 화성시 향남읍 발안공단로 25 "
"234300","에스트래픽","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"25948862","500","12974431000","원(KRW)","문찬종","031-601-3500","경기도 성남시 분당구 판교로 338(삼평동) "
"039440","에스티아이","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"15830000","500","7915000000","원(KRW)","서인수, 이우석 (각자대표)","031-653-4380","경기도 안성시 공도읍 봉기길 1 "
"098660","에스티오","KOSDAQ","중견기업부",,"031401","봉제의복 제조업","12",,"12500976","500","6250488000","원(KRW)","김흥수","02-2093-2500","서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)"
"052020","에스티큐브","KOSDAQ","중견기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"30575903","500","15287951500","원(KRW)","정현진","02-551-3370","서울특별시 강남구  영동대로 511 2201(삼성동, 무역센터 트레이드타워)"
"237690","에스티팜","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"18808775","500","9404387500","원(KRW)","김경진","02-527-6300","경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp"
"050760","에스폴리텍","KOSDAQ","중견기업부",,"032202","플라스틱제품 제조업","12",,"16334678","500","8167339000","원(KRW)","이혁렬","043-536-9191","충청북도 진천군  덕산면 한삼로 275 에스폴리텍 "
"288620","에스퓨얼셀","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"6874316","500","3437158000","원(KRW)","홍성민, 김민석 각자대표이사","070-4613-4900","경기도 성남시 분당구 판교역로241번길 20 3층(삼평동, 미래에셋벤처타워)"
"317830","에스피시스템스","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"8145700","100","814570000","원(KRW)","심상균, 심효준","055-371-5603","경상남도 양산시 어곡공단로 123 "
"058610","에스피지","KOSDAQ","우량기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"22177360","500","11088680000","원(KRW)","이준호, 여영길(각자 대표이사)","(032)820-8200","인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)"
"043340","에쎈테크","KOSDAQ","중견기업부",,"032901","일반 목적용 기계 제조업","12",,"72000000","500","36000000000","원(KRW)","조시영, 조경호","063-440-6561","전라북도 군산시 자유무역2길 15 (오식도동, 군산자유무역표준공장 7동)"
"187660","에이디엠코리아","KOSDAQ","벤처기업부",,"137001","자연과학 및 공학 연구개발업","12",,"21836250","100","2183625000","원(KRW)","임종언","02-730-1457","서울특별시 종로구 새문안로5길 19, 7층 711호(당주동, 로얄빌딩)"
"054630","에이디칩스","KOSDAQ","관리종목(소속부없음)",,"033309","그외 기타 제품 제조업","12",,"79709461","500","39854730500","원(KRW)","김미선","031-463-7500","경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) "
"200710","에이디테크놀로지","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"13329832","500","6959674500","원(KRW)","김준석, 박준규 (각자 대표이사)","031-219-9700","경기도 수원시 영통구 광교중앙로248번길 7-8 에이디테크놀로지 빌딩 "
"096690","에이루트","KOSDAQ","투자주의환기종목(소속부없음)",,"032603","컴퓨터 및 주변장치 제조업","12",,"158489750","500","79244875000","원(KRW)","서문동군","031-8077-5000","경기도 오산시  가장산업동로 28-6 "
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"47616014","500","23808007000","원(KRW)","이상훈","031-8018-9800","경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동) "
"203400","에이비온","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"18781987","500","9390993500","원(KRW)","신영기","02-6006-7650","서울특별시 구로구 디지털로 242 한화비즈메트로1차 242915호 "
"195990","에이비프로바이오","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"260308265","500","130154132500","원(KRW)","양진상,IAN CHAN","053-582-8036","대구광역시 달성군 유가면 테크노중앙대로 139 "
"003800","에이스침대","KOSDAQ","관리종목(소속부없음)",,"033201","가구 제조업","12",,"11090000","1000","11090000000","원(KRW)","안성호","043 -877 -1881","경기도 성남시 중원구 사기막골로105번길 42 "
"088800","에이스테크","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"43740779","500","21870389500","원(KRW)","구관영,홍익표(각자대표)","032)458-1975","인천광역시 연수구 하모니로187번길 16 -"
"241840","에이스토리","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"9531760","500","4765880000","원(KRW)","이상백","02-2088-2585","서울특별시 마포구 월드컵북로 361 1111호 &nbsp;"
"312610","에이에프더블류","KOSDAQ","벤처기업부",,"032802","일차전지 및 축전지 제조업","12",,"20256888","500","10128444000","원(KRW)","진정아",,"경상북도 칠곡군 왜관읍 공단로1길 51 "
"072990","에이치시티","KOSDAQ","중견기업부",,"137209","기타 과학기술 서비스업","12",,"7071518","500","3535759000","원(KRW)","허 봉 재","031-645-6300","경기도 이천시 마장면 서이천로578번길 74 &nbsp"
"227100","에이치앤비디자인","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"10786221","500","5393110500","원(KRW)","이정옥, 이현웅(각자 대표이사)","02-868-0246","서울특별시 강남구 도산대로 228 3층"
"176440","에이치엔티","KOSDAQ","투자주의환기종목(소속부없음)",,"032602","전자부품 제조업","12",,"85739345","100","8573934500","원(KRW)","송영식","031-739-7897","서울특별시 송파구 정의로 67 (문정동,MK타워 6층)"
"239610","에이치엘사이언스","KOSDAQ","우량기업부",,"031007","기타 식품 제조업","12",,"5392115","500","2696057500","원(KRW)","이해연","031-421-9903","경기도 화성시 봉담읍 동산재길 36 "
"353070","에이치엠씨제4호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4310000","100","431000000","원(KRW)","손혁","02-3787-2268","서울특별시 영등포구 국제금융로2길 28 "
"353060","에이치엠씨제5호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5115000","100","511500000","원(KRW)","허인석","02-3787-2537","서울특별시 영등포구 국제금융로2길 28 "
"044780","에이치케이","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"18505787","500","9252893500","원(KRW)","계명재","031-350-2800","경기도 화성시 양감면 사릅재길 117 "
"357230","에이치피오","KOSDAQ","중견기업부",,"031007","기타 식품 제조업","12",,"19938160","500","9969080000","원(KRW)","이현용,임성빈,오승찬 (각자대표)","02-6391-2770","서울특별시 영등포구 양평로 115 -"
"071670","에이테크솔루션","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"10000000","500","5000000000","원(KRW)","유영목","031-350-8167","경기도 화성시  정남면 가장로 277 "
"045660","에이텍","KOSDAQ","우량기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"8260000","500","4130000000","원(KRW)","신승영, 이상훈(각자 대표이사)","031-698-8800","경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
"224110","에이텍티앤","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"5340000","500","2670000000","원(KRW)","신승영, 최성용(각자대표이사)","031-698-8743","경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) "
"230980","에이트원","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"62028433","100","6202843300","원(KRW)","최철순","02-852-1007","경기도 광명시 새빛공원로 67 A동 2508호(일직동, 광명역자이타워) "
"021080","에이티넘인베스트","KOSDAQ","벤처기업부",,"116402","신탁업 및 집합투자업","12",,"48000000","500","24000000000","원(KRW)","신기천, 이승용(각자대표)","02  -555 -0781","서울 강남구 삼성동 168-26 제일빌딩 2층 "
"089530","에이티세미콘","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"43479881","500","21739940500","원(KRW)","김형준","070-5208-5055","경기도 이천시 마장면 서이천로 138 - "
"200470","에이팩트","KOSDAQ","중견기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"18476189","500","9238094500","원(KRW)","이성동","031-8046-1700","경기도 안성시 일죽면 서동대로 7280-26 &nbsp"
"262260","에이프로","KOSDAQ","우량기업부",,"032809","기타 전기장비 제조업","12",,"14399995","500","7199997500","원(KRW)","임종현","031-441-4001","경기도 군포시 엘에스로115번길 60 에이프로테크노피아빌딩 "
"109960","에이프로젠 H&G","KOSDAQ","중견기업부",,"074607","기타 전문 도매업","12",,"178695217","500","89347608500","원(KRW)","김정출","031-8022-0513","경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) "
"089970","에이피티씨","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"23700595","100","2370059500","원(KRW)","최우형, 강영수 (각자 대표이사)","031-645-1000","경기도 이천시 마장면 서이천로 58-47 "
"230240","에치에프알","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"13489026","500","6744513000","원(KRW)","정종민","031-712-7768","경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)"
"230360","에코마케팅","KOSDAQ","벤처기업부",,"137103","광고업","12",,"32298029","100","3288302900","원(KRW)","김철웅","02-2182-1100","서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)"
"038870","에코바이오","KOSDAQ","중견기업부",,"147401","사업시설 유지·관리 서비스업","12",,"11610994","500","5805497000","원(KRW)","송효순","02-3483-2900","서울 서초구 서초동 1302-7 토탈에코빌딩 "
"128540","에코캡","KOSDAQ","벤처기업부",,"033003","자동차 신품 부품 제조업","12",,"14558800","100","1455880000","원(KRW)","최영천","052-264-1681","울산광역시 울주군 언양읍 반천반송산업로 137-66 "
"086520","에코프로","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"24450875","500","12225437500","원(KRW)","김병훈","043-240-7700","충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 "
"247540","에코프로비엠","KOSDAQ","우량기업부",,"032802","일차전지 및 축전지 제조업","12",,"22919466","500","11459733000","원(KRW)","각자 대표이사 주재환, 최문호","043-240-7700","충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329 "
"383310","에코프로에이치엔","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"15304932","500","7652466000","원(KRW)","김종섭","043-240-7700","충청북도 청주시 청원구 오창읍 과학산업2로 587-40 "
"038110","에코플라스틱","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"34169370","500","17084685000","원(KRW)","한상","054-770-3255","경상북도 경주시  공단로69번길 30 에코플라스틱(주) "
"073540","에프알텍","KOSDAQ","벤처기업부",,"032604","통신 및 방송 장비 제조업","12",,"11400000","500","5700000000","원(KRW)","남재국","031-470-1515","경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)"
"064850","에프앤가이드","KOSDAQ","벤처기업부",,"106309","기타 정보 서비스업","12",,"12080000","500","6040000000","원(KRW)","김군호, 이철순","02-769-7700","서울특별시 강서구 마곡중앙2로 61 "
"064090","에프앤리퍼블릭","KOSDAQ","투자주의환기종목(소속부없음)",,"074608","상품 종합 도매업","12",,"10989409","500","5494704500","원(KRW)","오창근","02-558-5752","서울특별시 강남구 영동대로 701 8F(청담동, W타워) "
"036810","에프에스티","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"21756789","500","10878394500","원(KRW)","장경빈","031-371-0900","경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티"
"173940","에프엔씨엔터","KOSDAQ","중견기업부",,"189001","창작 및 예술관련 서비스업","12",,"14364880","500","7182440000","원(KRW)","안석준, 한승훈(공동대표)","02-517-5426","서울시 강남구 청담동 111 "
"083500","에프엔에스테크","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"8490722","500","4245361000","원(KRW)","김팔곤, 양상재(공동대표)","041-584-4460","충청남도 천안시 서북구 직산읍 4산단2길 19 "
"054940","엑사이엔씨","KOSDAQ","중견기업부",,"064204","실내건축 및 건축마무리 공사업","12",,"33173548","500","16586774000","원(KRW)","김성후, 김문환 (각자 대표이사)","02-3289-5100","서울특별시 구로구  디지털로 288 "
"950130","엑세스바이오","KOSDAQ","외국기업(소속부없음)",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"36315527","무액면","0","미국달러(USD)","최영호","1-732-873-4040","65 Clyde Road Suite A Somerset NJ 08873, USA "
"205100","엑셈","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"35132273","100","3513227300","원(KRW)","조종암","02-6203-6300","서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)"
"070300","엑스큐어","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"7366074","500","3683037000","원(KRW)","정우천","031-689-3119","경기도 안양시 동안구 시민대로 317 5층(관양동, 대한스마트타워)"
"092870","엑시콘","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"10476127","500","5238063500","원(KRW)","박상준","031-639-9200","경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp"
"317870","엔바이오니아","KOSDAQ","기술성장기업부","기술성장기업","033309","그외 기타 제품 제조업","12",,"7683055","500","3841527500","원(KRW)","한정철","031-716-3670","충청북도 제천시 한방엑스포로 85, 85-1(왕암동) (주)엔바이오니아"
"067570","엔브이에이치코리아","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"32824712","500","17370851500","원(KRW)","곽정용,구자겸(각자 대표이사)","054-779-1822","울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) "
"236810","엔비티","KOSDAQ","기술성장기업부","기술성장기업","137103","광고업","12",,"8487713","100","848771300","원(KRW)","박수근","070-8895-9156","서울특별시 서초구 남부순환로347길 101 "
"333620","엔시스","KOSDAQ","벤처기업부",,"032809","기타 전기장비 제조업","12",,"10556344","100","1055634400","원(KRW)","진기수","041-568-7222","충청남도 천안시 서북구 직산읍 2공단5로 117-10 "
"101400","엔시트론","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"43199083","500","21599541500","원(KRW)","정인견","02-6340-1000","서울특별시 강남구 언주로148길 19 4층(논현동, 청호빌딩)"
"217820","엔에스","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"11513237","500","5756618500","원(KRW)","이기채","043-218-7056","충청북도 청주시 청원구 오창읍 각리1길 27 "
"031860","엔에스엔","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"69211410","500","34605705000","원(KRW)","이상욱 (단독대표)","02-2106-5417","서울특별시 강남구 영동대로96길 20 7층(삼성동, 대화빌딩) "
"365590","엔에이치스팩18호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4600000","100","460000000","원(KRW)","조선희","02-750-5777","서울특별시 영등포구 여의대로 108 (여의도동) 파크원 NH금융타워(타워2)"
"391060","엔에이치스팩20호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"25500000","100","2550000000","원(KRW)","박민식","02-750-5639","서울특별시 영등포구 여의대로 108 "
"391710","엔에이치스팩21호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"7460000","100","746000000","원(KRW)","이현범","02-2229-6498","서울특별시 영등포구 여의대로 108 "
"396770","엔에이치스팩22호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"6440000","100","644000000","원(KRW)","김성준","02-750-5618","서울특별시 영등포구 여의대로 108 파크원 타워2 8층 "
"265740","엔에프씨","KOSDAQ","벤처기업부",,"032004","기타 화학제품 제조업","12",,"8931800","100","893180000","원(KRW)","유우영","032-831-1091","인천광역시 연수구 갯벌로145번길 15-8 &nbsp"
"354200","엔젠바이오","KOSDAQ","기술성장기업부","기술성장기업","137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"12430912","1000","12430912000","원(KRW)","최대출","02-867-9798","서울특별시 구로구 디지털로 288 303호. 304호. 305호. 306호. 307호. 314호. 제지1층 제비 127호, 제지1층 제비 128호 (구로동, 대륭포스트타워1차)"
"208860","엔지스테크널러지","KOSDAQ","투자주의환기종목(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"11443863","500","5721931500","원(KRW)","박용선","02-1522-9060","서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 "
"183490","엔지켐생명과학","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"13933768","500","6966884000","원(KRW)","손기영","043-652-2845","충청북도 제천시 바이오밸리로 59 &nbsp"
"182400","엔케이맥스","KOSDAQ","기술성장기업부","기술성장기업","032101","기초 의약물질 및 생물학적 제제 제조업","12",,"39110832","500","19555416000","원(KRW)","박상우","031-603-9218","경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 "
"348370","엔켐","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"15213235","500","7606617500","원(KRW)","오정강",,"충청북도 제천시 바이오밸리로 107 "
"069410","엔텔스","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"10244824","500","5122412000","원(KRW)","최영래","02-3218-1200","서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)"
"227950","엔투텍","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"91265455","100","9126545500","원(KRW)","김정민, 이욱재(각자대표)","031-651-6004","경기도 안성시 원곡면 원당로 157 -"
"291230","엔피","KOSDAQ","중견기업부",,"147509","기타 사업지원 서비스업","12",,"39999808","100","3999980800","원(KRW)","송방호, 박상준","02-555-9736","서울특별시 강남구 언주로133길 27 더메이빌딩"
"198080","엔피디","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"21535185","500","10767592500","원(KRW)","강명구","031-497-8112","경기도 안산시 단원구 시화벤처로 515 &nbsp"
"048830","엔피케이","KOSDAQ","중견기업부",,"032002","합성고무 및 플라스틱 물질 제조업","12",,"18723923","500","9361961500","원(KRW)","최상건, 최윤혁 각자 대표","031-730-0650","경상북도 구미시 옥계2공단로5길 7 - "
"096870","엘디티","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"6678400","500","3339200000","원(KRW)","정재천","041-520-7300","충청남도 천안시 서북구  한들1로 126-33 "
"376190","엘비루셈","KOSDAQ","중견기업부",,"032601","반도체 제조업","12",,"24600000","500","12800000000","원(KRW)","신현창","054-478-0344","경상북도 구미시 4공단로7길 9 "
"061970","엘비세미콘","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"43784592","500","21892296000","원(KRW)","김남석","031-680-1600","경기도 평택시 청북면 청북산단로 138 "
"138690","엘아이에스","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"23268260","500","11634130000","원(KRW)","장석환","031-427-8492","경기도 의왕시 맑은내길 67 (오전동, ㈜엘이엘티지식산업센터) A동 201호, 202호"
"290650","엘앤씨바이오","KOSDAQ","벤처기업부",,"032102","의약품 제조업","12",,"22684891","500","11388443500","원(KRW)","이환철","031-776-2975","경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) "
"066970","엘앤에프","KOSDAQ","중견기업부",,"032802","일차전지 및 축전지 제조업","12",,"35929616","500","17964808000","원(KRW)","최수안","053-592-7300","대구광역시 달서구 이곡동로 11 주식회사 엘앤에프 "
"156100","엘앤케이바이오","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"13392743","500","6696371500","원(KRW)","강국진,박근주(각자대표)","02-6717-1911","경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp"
"073110","엘엠에스","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"8895755","500","4522877500","원(KRW)","조성민","031-421-2345","경기도 평택시 진위면 진위산단로 53-73 "
"083310","엘오티베큠","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"17810033","500","8905016500","원(KRW)","오흥식","031-677-4431","경기도 오산시 지곶중앙로 1-20 -"
"037950","엘컴텍","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"84447519","500","42223759500","원(KRW)","김충섭","031-379-5258","경기 평택시 진위면 갈곶리 110-1 "
"170920","엘티씨","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"8019363","500","4009681500","원(KRW)","최호성","031-383-6525","경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) "
"058630","엠게임","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"19543877","500","9771938500","원(KRW)","권이형","02-523-5854","서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 "
"058970","엠로","KOSDAQ","기술성장기업부","신속이전기업","105802","소프트웨어 개발 및 공급업","12",,"10922120","500","5825377000","원(KRW)","송재민","02-785-9848","서울특별시 영등포구 당산로41길 11, SK V1센터 E동 5층 &nbsp"
"019590","엠벤처투자","KOSDAQ","중견기업부",,"116402","신탁업 및 집합투자업","12",,"80582105","500","40291052500","원(KRW)","홍성혁","02  -6000-5537","서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호"
"169330","엠브레인","KOSDAQ","중견기업부",,"137104","시장조사 및 여론조사업","06",,"17936918","500","8968459000","원(KRW)","최인수","02-3444-4000","서울특별시 강남구 강남대로 318 "
"179290","엠아이텍","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"31372318","500","15879909000","원(KRW)","박진형","070-4304-7443","경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) "
"009780","엠에스씨","KOSDAQ","우량기업부",,"031007","기타 식품 제조업","12",,"17600000","500","8800000000","원(KRW)","김길제, 김호석","055 -389 -1001","경남 양산시 웅상읍 소주리 439-13 "
"123040","엠에스오토텍","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"43604330","500","21802165000","원(KRW)","김범준","054-770-1810","경상북도 경주시  내남면 포석로 16-9 "
"323230","엠에프엠코리아","KOSDAQ","중견기업부",,"031403","편조의복 제조업","12",,"30271660","100","3027166000","원(KRW)","안피터도성,조장호","02-558-7828","서울특별시 강남구 도곡로 204 동신빌딩 4층,5층"
"033160","엠케이전자","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"21807689","500","10903844500","원(KRW)","이진","031-330-1900","경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 "
"347890","엠투아이","KOSDAQ","벤처기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"16798204","100","1679820400","원(KRW)","김정열","031-465-3366","경기도 안양시 동안구 시민대로327번길 11-35 엠투아이빌딩"
"033310","엠투엔","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"40342231","500","20171115500","원(KRW)","서홍민","02-2636-2431","서울특별시 중구 소공로 109 한화빌딩 13층(소공동, 한화빌딩) "
"259630","엠플러스","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"12211231","500","6105615500","원(KRW)","김종성","043-272-7079","충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 "
"065150","엠피대산","KOSDAQ","중견기업부",,"074603","음·식료품 및 담배 도매업","12",,"125282405","100","12528240500","원(KRW)","이종영,김상욱(각자대표이사)","02-596-3300","서울특별시 서초구  효령로 132 미피하우스"
"115960","연우","KOSDAQ","우량기업부",,"032202","플라스틱제품 제조업","12",,"12398000","500","6199000000","원(KRW)","기중현","032-575-8811","인천광역시 서구 가좌로84번길 13 &nbsp"
"090740","연이비앤티","KOSDAQ","관리종목(소속부없음)",,"032602","전자부품 제조업","12",,"19126082","500","9563041000","원(KRW)","정신욱","041-620-1500","충청남도 천안시 서북구  직산읍 4산단6길 77 "
"060850","영림원소프트랩","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"8131000","500","4065500000","원(KRW)","권영범","02-2093-1100","서울특별시 강서구 양천로 583 우림블루나인비즈니스센터 A동 23층 "
"007530","영신금속","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"19174452","500","9587226000","원(KRW)","선지영","02  -855 -6960","경기도 평택시  포승읍 포승공단로118번길 118 "
"143540","영우디에스피","KOSDAQ","벤처기업부",,"032902","특수 목적용 기계 제조업","12",,"44599895","500","22299947500","원(KRW)","박금성","041-418-4871","충청남도 천안시 서북구 성거읍 새터길 164 -"
"036560","영풍정밀","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"15750000","500","7875000000","원(KRW)","최창규, 이한성(각자대표)","02-519-3523","서울특별시 강남구 강남대로 542 "
